split,sentence_id,aspect_id,text,term,term_normalized,polarity
train,966,966::term::0,"The prices cannot be beat for the quality, quantity, freshness and taste.",prices,prices,positive
train,966,966::term::1,"The prices cannot be beat for the quality, quantity, freshness and taste.",quality,quality,positive
train,966,966::term::2,"The prices cannot be beat for the quality, quantity, freshness and taste.",quantity,quantity,positive
train,966,966::term::3,"The prices cannot be beat for the quality, quantity, freshness and taste.",freshness,freshness,positive
train,966,966::term::4,"The prices cannot be beat for the quality, quantity, freshness and taste.",taste,taste,positive
train,980,980::term::0,"Check it out, it won't hurt your stomach or your wallet.",stomach,stomach,positive
train,980,980::term::1,"Check it out, it won't hurt your stomach or your wallet.",wallet,wallet,positive
train,2546,2546::term::0,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",Gnochi,gnochi,positive
train,937,937::term::0,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,SERVICE,service,negative
train,937,937::term::1,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,FOOD QUALITY,food quality,negative
train,937,937::term::2,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,PRICES,prices,negative
train,2712,2712::term::0,I have been about 4 times and have always had a great meal.,meal,meal,positive
train,1170,1170::term::0,I go back in line like three times on average until I can't walk anymore.,line,line,negative
train,3043,3043::term::0,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,dinner specials,positive
train,3043,3043::term::1,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,priced,priced,positive
train,41,41::term::0,Horrible food and Horrible service.,food,food,negative
train,41,41::term::1,Horrible food and Horrible service.,service,service,negative
train,3677,3677::term::0,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,wine,positive
train,3677,3677::term::1,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,cheese,cheese,positive
train,3677,3677::term::2,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,fondue,fondue,positive
train,3677,3677::term::3,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,table grilling,table grilling,positive
train,1326,1326::term::0,They treated us well and the food was extremely fresh and well-prepared.,food,food,positive
train,2400,2400::term::0,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,exotic salad,exotic salad,positive
train,2400,2400::term::1,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,green salad,green salad,positive
train,2400,2400::term::2,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,sweet basil fried tofu,sweet basil fried tofu,positive
train,2400,2400::term::3,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,peanut sauce,peanut sauce,positive
train,3171,3171::term::0,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,TOASTING,toasting,negative
train,2998,2998::term::0,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,food,positive
train,2998,2998::term::1,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,garden,positive
train,2998,2998::term::2,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",place,place,positive
train,1627,1627::term::0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,service,positive
train,739,739::term::0,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",food,food,negative
train,739,739::term::1,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",waiter,waiter,negative
train,739,739::term::2,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",wine,wine,negative
train,739,739::term::3,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",meal,meal,neutral
train,2492,2492::term::0,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",chicken,chicken,positive
train,2492,2492::term::1,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",steak,steak,positive
train,2492,2492::term::2,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",lamb sandwhich,lamb sandwhich,positive
train,2390,2390::term::0,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,dim sum dish,dim sum dish,negative
train,3467,3467::term::0,No you're going to go back because the food was good.,food,food,positive
train,334,334::term::0,The food was great and the service was even better.,food,food,positive
train,334,334::term::1,The food was great and the service was even better.,service,service,positive
train,1558,1558::term::0,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",rice,rice,positive
train,1558,1558::term::1,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",entrees,entrees,positive
train,913,913::term::0,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,traditional french decour,positive
train,913,913::term::1,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,hall,negative
train,3003,3003::term::0,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,fish,fish,positive
train,3003,3003::term::1,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sushi chef,sushi chef,positive
train,3003,3003::term::2,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,wasabi,wasabi,positive
train,3003,3003::term::3,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,soy sauce,soy sauce,positive
train,3003,3003::term::4,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sea salt,sea salt,positive
train,3583,3583::term::0,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,burgers,negative
